cenario,T,K_s,K_r,K_n,c1,c2,pi_u,pi_c,gamma,seed,custo_total,energia_nao_suprida,curtailment_total,lambda_medio,lambda_p95
LHS#200,24,89.70202210154622,138.53144527405288,222.28327822355354,482.48208740746355,1.0,30836.99323529471,10.0,0.0,42,152613268.92808783,4846.335202549849,0.0,0.0,0.0
LHS#201,24,197.70461549689568,94.63373657409034,360.7808361273704,130.45770232653237,1.0,20526.256016529842,10.0,0.0,42,46596270.520498164,2161.2205574812247,0.0,0.0,0.0
LHS#202,24,257.3814534774769,308.2193211419429,206.87264867167428,307.98827478560344,1.0,20854.770446076498,10.0,0.0,42,68540225.8875379,3202.6581200057135,0.0,0.0,0.0
LHS#203,24,348.2137220714628,206.7825157790069,259.96162681167584,378.3999343568356,1.0,37091.634553793236,10.0,0.0,42,109780174.1014944,2895.1060397735887,18.91706757758942,0.0,0.0
LHS#204,24,206.2084431739011,154.680418551459,347.36146445595364,460.1359205522266,1.0,6448.651963466253,10.0,0.0,42,17346371.060268395,2002.8707717280881,0.0,0.0,0.0
LHS#205,24,107.55446779802719,292.4686999372194,162.08136336217956,347.69420055784445,1.0,25485.054328101985,10.0,0.0,42,126326885.93535398,4891.460144005783,0.0,0.0,0.0
LHS#206,24,356.4252697251218,257.96830657216395,197.15242631972043,165.00168150273157,1.0,18350.85047054809,10.0,0.0,42,66328446.47294716,3562.855301749146,43.57953650633067,0.0,0.0
LHS#207,24,333.4905519157499,117.26434695855932,305.65967836496054,244.58583981987738,1.0,14163.18153970685,10.0,0.0,42,41306644.315223016,2760.180571982908,0.0,0.0,0.0
LHS#208,24,329.4973399427497,254.4835685031168,348.8251639402483,274.4619258415514,1.0,33210.521254279745,10.0,0.0,42,49325958.12591173,1406.813812652138,15.531624972190116,0.0,0.0
LHS#209,24,397.68022095486594,166.23934890585298,282.4038282162775,166.71872964612308,1.0,14539.569459276372,10.0,0.0,42,42090010.94289896,2793.800747345904,82.18369600382908,0.0,0.0
LHS#210,24,399.68304027375495,93.13326795302788,327.557311285333,462.19409349200146,1.0,19357.941943472895,10.0,0.0,42,53246593.85639781,2570.00298916271,43.273264715304094,0.0,0.0
LHS#211,24,288.6948520325521,261.9442889187192,267.05426463580477,452.9066883940462,1.0,14106.359375123193,10.0,0.0,42,38354910.28168048,2508.52618737585,0.0,0.0,0.0
LHS#212,24,127.23067857446664,232.8541291896419,341.03011650750403,349.83632738077534,1.0,21590.73723993728,10.0,0.0,42,40587724.17200648,1705.2508180169946,0.0,0.0,0.0
LHS#213,24,394.1876177227902,68.5622006316198,261.78118949022416,73.74382236406133,1.0,35314.02579529548,10.0,0.0,42,130329660.20057942,3663.746310662029,20.467472102337922,0.0,0.0
LHS#214,24,67.4867403240001,259.38653075130867,308.8895802632747,281.2117777352272,1.0,3980.7020729599135,10.0,0.0,42,11711281.753834441,2161.621860185044,0.0,0.0,0.0
LHS#215,24,67.56183562296972,101.23822187941535,216.49751160194444,495.0236794612234,1.0,22160.098003798073,10.0,0.0,42,124082919.04953887,5457.933962365771,0.0,0.0,0.0
LHS#216,24,115.47955042138074,209.45247139298047,134.55128257744212,292.5127493699475,1.0,38298.14418910468,10.0,0.0,42,237666716.65844086,6175.361284990228,0.0,0.0,0.0
LHS#217,24,159.6050224176399,77.335266338287,375.74507906566316,458.0841176644179,1.0,3501.6839845260934,10.0,0.0,42,12357335.76860218,2070.300657734705,0.0,0.0,0.0
LHS#218,24,145.35597207909223,218.39155797089666,74.78951390938828,409.03999591457796,1.0,17114.90177584489,10.0,0.0,42,125945859.51791894,7312.021642958957,0.0,0.0,0.0
LHS#219,24,254.9625666608391,139.7303465945518,240.25366279251176,57.504698431186746,1.0,12073.22608514841,10.0,0.0,42,45766906.42525208,3717.1839729803596,0.0,0.0,0.0
LHS#220,24,215.29313483536265,146.75376961352117,344.30752135930356,253.6826097905813,1.0,15466.982190767043,10.0,0.0,42,35192316.02137777,2087.583719805271,0.0,0.0,0.0
LHS#221,24,124.67181070402796,106.48470349110896,235.07717360617573,344.6813095559937,1.0,5110.477532274046,10.0,0.0,42,25811754.850940622,4540.471684046364,0.0,0.0,0.0
LHS#222,24,60.30048739991703,244.68953202925928,144.40155496225776,334.36571486100934,1.0,28593.91931621276,10.0,0.0,42,174777684.8045388,6063.1307964027355,0.0,0.0,0.0
LHS#223,24,194.84522200370068,131.19617699015848,82.84468210315242,330.1595309993845,1.0,17858.486425699266,10.0,0.0,42,134042557.74902269,7464.448475746707,0.0,0.0,0.0
LHS#224,24,346.2284026052349,63.37411369189173,357.91734121247464,343.95422340324177,1.0,29085.604971644774,10.0,0.0,42,70975224.36555934,2326.4276208434694,0.0,0.0,0.0
LHS#225,24,161.5269959302206,118.22787007690596,328.3960650236802,144.7522014525727,1.0,27335.445507692286,10.0,0.0,42,71650168.22425725,2541.611796285679,0.0,0.0,0.0
LHS#226,24,109.9458270271576,283.43097063947926,299.5160468035801,264.18858108351094,1.0,7469.224733641704,10.0,0.0,42,18068533.15456061,2048.550401722394,0.0,0.0,0.0
LHS#227,24,259.44032554720616,141.60809873311626,307.72151763563136,193.31855451957048,1.0,39262.69588520571,10.0,0.0,42,105327005.27989648,2629.508024774854,0.0,0.0,0.0
LHS#228,24,346.429044574502,278.7537606130972,161.5301443645288,322.3901489762758,1.0,2945.9733572426876,10.0,0.0,42,13073996.558767121,4014.6015952519792,40.26367836373504,0.0,0.0
LHS#229,24,122.08638811658594,164.68764093963762,225.6693315270086,133.3385125689352,1.0,7073.574137774419,10.0,0.0,42,31844318.1238693,4313.718093299547,0.0,0.0,0.0
LHS#230,24,334.0758617220562,290.36821425411847,204.7845104596761,209.51425466207039,1.0,18973.942535489525,10.0,0.0,42,63106285.0551736,3263.8095236723257,31.643337371125824,0.0,0.0
LHS#231,24,139.1031682785465,43.48670718509489,264.83632523025574,56.916526971666514,1.0,9506.728949191216,10.0,0.0,42,41870438.338172354,4279.129515459923,0.0,0.0,0.0
LHS#232,24,61.023685867043554,274.7567006057126,118.02357817311444,150.5317695286543,1.0,13224.342325728812,10.0,0.0,42,85805120.71721873,6443.539700097798,0.0,0.0,0.0
LHS#233,24,382.4194984588848,201.07117484054052,383.49301889533984,411.4671188538283,1.0,11984.271514448377,10.0,0.0,42,18817428.13566213,1264.1225628507082,62.70708139884306,0.0,0.0
LHS#234,24,390.07309095447465,236.76783098258062,104.99885294680465,143.3684732629635,1.0,13534.101193927318,10.0,0.0,42,70304971.66006556,5165.035137012772,103.0781615966493,0.0,0.0
LHS#235,24,383.12861884437825,145.53795475242538,106.02066694384803,487.59297773265513,1.0,25396.108560927896,10.0,0.0,42,148117039.41231996,5786.1514531492285,34.816551465994394,0.0,0.0
LHS#236,24,250.8511566148652,286.93286623010925,333.2488385946176,248.31280429136697,1.0,2040.418960732465,10.0,0.0,42,5470309.30090179,1457.9510956488116,0.0,0.0,0.0
LHS#237,24,362.7194775288981,61.821616255063894,136.1981066198829,107.0126550861645,1.0,18257.198340663308,10.0,0.0,42,107524634.59508486,5861.978711312781,0.0,0.0,0.0
LHS#238,24,101.38807148835366,154.82625895263894,168.4011964175084,246.52670923155532,1.0,7866.532082548249,10.0,0.0,42,47889656.34763177,5917.852857760196,0.0,0.0,0.0
LHS#239,24,377.7018311299056,130.38524084347233,264.1309819422678,466.1388117729529,1.0,21793.874728671562,10.0,0.0,42,74034900.69818422,3266.042394009011,23.851378870670317,0.0,0.0
LHS#240,24,305.06603502792257,90.5184768600086,71.089069693558,257.5832236912147,1.0,30373.57654580482,10.0,0.0,42,221122852.74730763,7263.741584439657,0.0,0.0,0.0
LHS#241,24,322.3113099293974,233.41284166187307,73.68538366789022,109.91233101415665,1.0,38182.26500705063,10.0,0.0,42,229928042.52766076,6015.575372392676,1.5735423422274835,0.0,0.0
LHS#242,24,246.7094491357261,168.69716407103047,78.80821894251174,433.1785901758176,1.0,33939.68188627169,10.0,0.0,42,233852440.5558875,6863.900484271297,0.0,0.0,0.0
LHS#243,24,253.33560500221205,316.5494487889113,96.36466008268687,314.17544084886396,1.0,22026.984264335668,10.0,0.0,42,116703843.99833561,5261.670841042993,0.0,0.0,0.0
LHS#244,24,281.0542952235746,48.74580786778598,323.64599907113984,182.38591626396345,1.0,33355.56842342044,10.0,0.0,42,99547917.81435229,2919.4861905578355,0.0,0.0,0.0
LHS#245,24,208.13312884074992,83.29694367873947,246.18172040401907,231.68083306956544,1.0,10687.45052222584,10.0,0.0,42,45796234.9861743,4099.789803772269,0.0,0.0,0.0
LHS#246,24,338.83564610786874,180.07287934476219,203.00133054463365,289.91597662558155,1.0,7573.339176287778,10.0,0.0,42,31619278.790542334,3971.912246906298,0.9546145933989578,0.0,0.0
LHS#247,24,321.3387907836606,50.70724522921409,248.6871633940717,285.1243421014668,1.0,26056.297812427216,10.0,0.0,42,107909733.4581928,4063.011671438185,0.0,0.0,0.0
LHS#248,24,316.4562295460174,186.54029519578762,205.9054441494556,234.2750633189516,1.0,37684.02975574479,10.0,0.0,42,148705930.60401544,3909.538833212777,0.0,0.0,0.0
LHS#249,24,260.9552763695011,81.52784142120811,85.33011945362759,204.1783318202698,1.0,16675.79828834463,10.0,0.0,42,122527157.42773344,7317.289349016048,0.0,0.0,0.0
LHS#250,24,307.17161435202223,200.07845553590755,193.95478057316387,354.7501300923872,1.0,10509.343966719793,10.0,0.0,42,44108925.19065286,4026.760521012707,0.0,0.0,0.0
LHS#251,24,204.66906751086856,149.6750698004219,59.26346505266318,140.69567961617537,1.0,39917.26168131056,10.0,0.0,42,311786721.6532533,7804.755334102272,0.0,0.0,0.0
LHS#252,24,280.94646808570474,216.54465849825004,183.06197680244,63.63827232027242,1.0,10396.888262863991,10.0,0.0,42,43658021.27794952,4141.704210802507,0.0,0.0,0.0
LHS#253,24,328.3782405543781,142.61514445082742,149.66765845587855,446.73171410608524,1.0,36481.29555415678,10.0,0.0,42,189417402.8742082,5146.564037566196,0.0,0.0,0.0
LHS#254,24,243.32409066544034,115.03529357285758,142.30891751535722,60.63032458290978,1.0,11008.68918435297,10.0,0.0,42,64705121.33642931,5837.288557941157,0.0,0.0,0.0
LHS#255,24,196.21854145582518,41.1589818737026,293.8398185476483,137.55177754598836,1.0,6219.824673961392,10.0,0.0,42,23838352.578851692,3535.3852119089356,0.0,0.0,0.0
LHS#256,24,282.94939217898525,98.01829342337157,75.99286114730498,184.67298813588744,1.0,26982.926143292323,10.0,0.0,42,195783995.30411103,7240.7967689395355,0.0,0.0,0.0
LHS#257,24,249.66274418186873,106.14155662550226,51.538289583579264,205.54612571317585,1.0,30028.87134549797,10.0,0.0,42,240835676.55910614,8010.60937488937,0.0,0.0,0.0
LHS#258,24,165.28449003474094,107.53396173957282,207.93204781269284,198.29031418932829,1.0,11752.86629318574,10.0,0.0,42,58983224.26357394,4890.69333180594,0.0,0.0,0.0
LHS#259,24,54.73682843410177,270.74857604745347,249.62855845378473,194.05701496605207,1.0,31808.009118648057,10.0,0.0,42,109865763.90777014,3394.3626403341777,0.0,0.0,0.0
LHS#260,24,308.4079049652043,237.16354770218655,366.3752001949983,96.26469500476952,1.0,27547.012040176967,10.0,0.0,42,37234578.95727497,1291.1520489641512,0.0,0.0,0.0
LHS#261,24,380.21148573008577,61.4012075300756,251.0892576249516,172.5333639595178,1.0,30348.27291961709,10.0,0.0,42,119563298.5097997,3894.4135491559828,4.189823772004502,0.0,0.0
LHS#262,24,365.9532891658614,175.5295408728593,316.6238906938012,219.24441267598556,1.0,15383.05268725695,10.0,0.0,42,36969355.20904219,2271.6644442557017,26.612045698637758,0.0,0.0
LHS#263,24,100.64976069954454,247.18217184033998,317.3189290419927,214.20978701564226,1.0,9912.595891084227,10.0,0.0,42,22455404.25556224,1999.1422090608044,0.0,0.0,0.0
LHS#264,24,217.04697685744,140.3896678194099,300.4087866897658,366.4529943552333,1.0,19560.7153550369,10.0,0.0,42,57851830.011946514,2791.6816986833496,0.0,0.0,0.0
LHS#265,24,264.32954047815304,45.07635485163033,195.82797301709314,321.37547784948526,1.0,30994.814540847885,10.0,0.0,42,161598487.0582974,5153.485523475594,0.0,0.0,0.0
LHS#266,24,230.17254709350277,248.89010729545083,343.7125865762814,84.69133050192147,1.0,4596.097324727569,10.0,0.0,42,8587575.13305641,1521.6604198255454,0.0,0.0,0.0
LHS#267,24,236.8209711138437,190.83175737020412,99.27472360174646,163.27941138278368,1.0,32987.20336473087,10.0,0.0,42,207222681.71676075,6266.545941157279,0.0,0.0,0.0
LHS#268,24,324.58174559201615,191.59630043966195,88.39866104892164,328.7206727453448,1.0,18179.138647339954,10.0,0.0,42,110035955.61481337,6012.578737315506,0.0,0.0,0.0
LHS#269,24,219.6908015783589,126.49914574151757,319.9516179873695,219.76357510012681,1.0,6429.07030134916,10.0,0.0,42,18980999.772702016,2568.132423858642,0.0,0.0,0.0
LHS#270,24,188.6776482016662,293.5727678848241,363.2391461315394,271.1345036159412,1.0,5539.802795546562,10.0,0.0,42,9053927.35363764,1083.8157567316998,0.0,0.0,0.0
LHS#271,24,87.47576051511723,263.4231867242216,77.77612451511541,360.693820682222,1.0,27935.95773198097,10.0,0.0,42,204796880.02342978,7304.2424983009205,0.0,0.0,0.0
LHS#272,24,183.90283424418695,80.80856647510726,176.9111272804758,380.02108635821907,1.0,21736.98614405505,10.0,0.0,42,125960927.65961917,5703.267107219711,0.0,0.0,0.0
LHS#273,24,245.4861033239824,214.79754822367073,355.4886167135958,82.43306989157928,1.0,27593.290273122417,10.0,0.0,42,44188489.92727274,1541.7414495886132,0.0,0.0,0.0
LHS#274,24,228.49899101563236,58.060568858284974,312.8898217901401,136.87851826604185,1.0,37479.44103115578,10.0,0.0,42,117729214.86827257,3090.6894027901362,0.0,0.0,0.0
LHS#275,24,191.1406950050596,212.65633362655785,337.6017525223683,345.72636542967285,1.0,5703.499709348598,10.0,0.0,42,13877289.045785226,1821.5768002262723,0.0,0.0,0.0
LHS#276,24,63.709539475752536,300.1809410073889,129.75813989790208,160.3310041947638,1.0,34609.49868198528,10.0,0.0,42,206029221.6471121,5932.70290813592,0.0,0.0,0.0
LHS#277,24,163.70994131950246,184.91215500779478,53.34089151266495,336.98842583805634,1.0,13740.363559767022,10.0,0.0,42,109899333.19572629,7964.40235352592,0.0,0.0,0.0
LHS#278,24,215.92276113535544,295.3939510525927,367.78821197710624,207.42508837397884,1.0,28088.827448488908,10.0,0.0,42,31191282.88045717,1019.8057447789383,0.0,0.0,0.0
LHS#279,24,343.0758200534167,304.59967013770154,53.759879267819954,472.77616755624973,1.0,26373.3523858515,10.0,0.0,42,154091537.8726693,5821.133147942263,45.21723227243638,0.0,0.0
LHS#280,24,214.42776439540532,132.96324674865696,242.36751764746737,199.3186724535661,1.0,5942.358148809834,10.0,0.0,42,24342402.805122294,3805.08068706798,0.0,0.0,0.0
LHS#281,24,157.05006712025474,44.37144298181361,238.48170275772773,300.9285562851744,1.0,10764.672629414688,10.0,0.0,42,53465830.0608809,4744.256714964395,0.0,0.0,0.0
LHS#282,24,386.65022747106644,309.35934827271274,141.7928640712626,152.2716725161709,1.0,35796.2967833588,10.0,0.0,42,147222664.61346668,4096.824113059896,141.46502120073495,0.0,0.0
LHS#283,24,75.38733213364372,45.99694512778323,277.60124218614624,340.59316002386714,1.0,2514.2840596155356,10.0,0.0,42,14224045.636529453,4386.981723533285,0.0,0.0,0.0
LHS#284,24,143.4809803777935,116.0984040034344,107.80059682967624,363.2870435408206,1.0,7279.779665594476,10.0,0.0,42,54767444.045813486,7374.960980301414,0.0,0.0,0.0
LHS#285,24,85.6013345958135,277.3700725323223,128.67755895077946,383.8979051882686,1.0,26591.36416162207,10.0,0.0,42,160453441.51754156,5981.986049785471,0.0,0.0,0.0
LHS#286,24,265.0312674592841,217.71761126844336,315.88266149323294,297.4859840114338,1.0,20250.62631467325,10.0,0.0,42,44706901.65319854,2074.403608855532,0.0,0.0,0.0
LHS#287,24,278.4852755432101,165.66823175144592,385.424958039092,441.8181154537969,1.0,39846.68283643531,10.0,0.0,42,60283474.31762304,1403.18514334139,0.0,0.0,0.0
LHS#288,24,390.8998281108814,54.304728195688625,198.31470696930043,373.5272450506353,1.0,37374.58999422366,10.0,0.0,42,180127299.21817422,4771.28386702725,12.597384298085558,0.0,0.0
LHS#289,24,168.50363871572495,93.45669102194591,185.65281614162203,464.93345776368153,1.0,5305.724170370302,10.0,0.0,42,31693097.28329826,5504.979865078254,0.0,0.0,0.0
LHS#290,24,235.74459127785374,253.49912893967561,303.78024457085826,441.25386417845834,1.0,15758.190944232478,10.0,0.0,42,35857988.233560026,2051.919580360589,0.0,0.0,0.0
LHS#291,24,65.76464102230699,60.24144413860052,110.67122693749965,122.65684206287764,1.0,3523.145540093824,10.0,0.0,42,29885241.74166037,8348.356309553368,0.0,0.0,0.0
LHS#292,24,374.7642771598324,145.38405640748556,159.8209553808242,142.46957900771747,1.0,31656.769694510735,10.0,0.0,42,154353245.94944522,4854.026647124316,25.734387995151224,0.0,0.0
LHS#293,24,342.4467338113563,162.90224365247616,277.2209759895536,399.63724658978464,1.0,10912.63232237427,10.0,0.0,42,34386208.67772257,2900.535463043313,0.0,0.0,0.0
LHS#294,24,318.54874961643486,46.70350966399236,287.19554968936325,74.20161513414294,1.0,36923.5020836401,10.0,0.0,42,129482846.08363491,3474.7555798368808,0.0,0.0,0.0
LHS#295,24,112.07230268234545,252.4666920336786,280.24858454981205,413.00624437044877,1.0,21339.43017860263,10.0,0.0,42,58946202.05722781,2595.549660790633,0.0,0.0,0.0
LHS#296,24,193.181624288927,112.46178749032,199.72231440881407,396.306042364106,1.0,34455.63102098862,10.0,0.0,42,170305490.2551076,4874.545364568017,0.0,0.0,0.0
LHS#297,24,385.33556877433335,194.9993428829696,211.76872444903918,455.5670924524289,1.0,38653.78340226949,10.0,0.0,42,144730292.10867897,3688.5964702635,65.19235737612695,0.0,0.0
LHS#298,24,378.7428578956515,237.98823663376487,63.36682185952739,134.6938001161429,1.0,37048.56222845472,10.0,0.0,42,221271086.4013842,5966.603993904375,74.99824107007595,0.0,0.0
LHS#299,24,249.05791836918436,53.072246290948144,321.69057499297145,250.93292068921278,1.0,32168.384013038787,10.0,0.0,42,97855338.93108052,2958.574624715667,0.0,0.0,0.0
